联系人,Unnamed: 1,"联系电话
（手机）",Unnamed: 3,Unnamed: 4,Unnamed: 5,"活动时
间",Unnamed: 7
第三条,学校坚持社会主义办学方向，坚持马克思主义的指导地,,,,,,
位，全面贯彻国家教育方针和民族政策，以立德树人为根本，以培养,,,,,,,
人才为中心，围绕建设特色鲜明、人民更加满意的高水平民族大学的,,,,,,,
目标，坚持面向少数民族和民族地区，面向地方，面向全国，为少数,,,,,,,
民族和民族地区服务，为党和国家的民族工作服务，为国家战略需求,,,,,,,
服务的办学宗旨，将党的民族工作规律和高等教育规律有机结合，将,,,,,,,
民族高等教育的特殊性和一般高等教育的普遍性有机结合，不断提高,,,,,,,
教育质量，培养学生的社会责任感、创新精神和实践能力；依法治,,,,,,,
校，科学管理，健全和完善管理制度，规范管理行为，将管理与育人,,,,,,,
相结合，不断提高管理和服务水平，努力培养具有“独立思考、善于,,,,,,,
沟通、勇于担当、自然宽和、家国情怀、国际视野”特质的中国特色,,,,,,,
社会主义事业合格建设者和可靠接班人。,,,,,,,
第四条,学生应当拥护中国共产党领导，努力学习马克思列宁主,,,,,,
义、毛泽东思想、中国特色社会主义理论体系，深入学习习近平总书,,,,,,,
记系列重要讲话精神和治国理政新理念新思想新战略，坚定中国特色,,,,,,,
社会主义道路自信、理论自信、制度自信、文化自信，树立中国特色,,,,,,,
社会主义共同理想；应当秉承和弘扬以“笃信好学、自然宽和”为核,,,,,,,
心的校园精神，树立马克思主义国家观、民族观、历史观、文化观和,,,,,,,
宗教观，培育“五个认同”意识，努力促进各民族共同团结奋斗，共,,,,,,,
同繁荣发展；应当树立爱国主义思想，具有团结统一、爱好和平、勤,,,,,,,
劳勇敢、自强不息的精神；应当增强法治观念，遵守宪法、法律、法,,,,,,,
规，遵守公民道德规范，遵守学校管理制度，具有良好的道德品质和,,,,,,,
行为习惯；应当刻苦学习，勇于探索，积极实践，努力掌握现代科学,,,,,,,
文化知识和专业技能；应当积极锻炼身体，增进身心健康，提高个人,,,,,,,
修养，培养审美情趣。,,,,,,,
第五条,学校实施学生管理，尊重和保护学生的合法权利，教育,,,,,,
和引导学生承担应尽的义务与责任，鼓励和支持学生实行自我管理、,,,,,,,
自我服务、自我教育、自我监督。,,,,,,,
,（四）在思想品德、学业成绩等方面获得科学、公正评价，完成,,,,,,
学校规定学业后获得相应的学历证书、学位证书；,,,,,,,
,（五）在校内组织、参加学生团体，以适当方式参与学校管理，,,,,,,
对学校与学生权益相关事务享有知情权、参与权、表达权和监督权；,,,,,,,
,（六）对学校给予的处理或者处分有异议，向学校、教育行政部,,,,,,
门提出申诉，对学校、教职员工侵犯其人身权、财产权等合法权益的,,,,,,,
行为，提出申诉或者依法提起诉讼；,,,,,,,
,（七）法律、法规及学校章程规定的其他权利。,,,,,,
第七条,学生在校期间依法履行下列义务：,,,,,,
（一）遵守宪法和法律、法规；,,,,,,,
（二）遵守学校章程和规章制度；,,,,,,,
（三）恪守学术道德，完成规定学业；,,,,,,,
,（四）按规定缴纳学费及有关费用，履行获得贷学金及助学金的,,,,,,
相应义务；,,,,,,,
,（五）遵守学生行为规范，尊敬师长，养成良好的思想品德和行,,,,,,
为习惯；,,,,,,,
,（六）法律、法规及学校章程规定的其他义务。,,,,,,
,"第三章
学籍管理",,,,,,
第一节,入学与注册,,,,,,
第八条,按国家招生规定录取的本校新生，须持中南民族大学录,,,,,,
取通知书，按照学校有关要求和规定的期限到校办理入学手续。因故,,,,,,,
不能按期入学的，应当事先向学校请假并提交相关证明，请假时限一,,,,,,,
般不得超过两周。未请假或者请假逾期的，除因不可抗力等正当事由,,,,,,,
,47,,,,,,
以外，视为放弃入学资格。,,,,,,,
,第九条,学校在新生报到时对新生入学资格进行初步审查，审查,,,,,
合格的办理入学手续，予以注册学籍；审查发现新生的录取通知、考,,,,,,,
生信息等证明材料，与本人实际情况不符，或者有其他违反国家招生,,,,,,,
考试规定情形的，按学生管理有关规定和学校相关程序，取消入学资,,,,,,,
格。,,,,,,,
,第十条,新生具有下列情形之一的，可以向学校申请保留入学资,,,,,
格。保留入学资格期间不具有学籍。,,,,,,,
,,（一）患有疾病的新生，经二级甲等以上医院诊断不宜在校学习,,,,,
的，可以保留入学资格 1 年；,,,,,,,
,,（二）应征入伍的新生，根据国家相关政策规定，可以保留入学,,,,,
资格，退役后 2 年内可入学；,,,,,,,
,,（三）参加研究生支教团的应届本科毕业生，根据国家相关政策,,,,,
规定，可以保留 1 年研究生入学资格；,,,,,,,
,,（四）因其它不可抗力需保留入学资格的，可以保留入学资格，,,,,,
随不可抗力的解除，新生可以申请恢复入学资格，保留入学资格时限,,,,,,,
一般不超过 1 年。,,,,,,,
,,新生保留入学资格期满前应向学校申请入学，经学校审查合格后,,,,,
办理入学手续。审查不合格的，取消入学资格；逾期不办理入学手续,,,,,,,
且未有因不可抗力延迟等正当理由的，视为放弃入学资格。,,,,,,,
,,患有疾病的新生，在保留入学资格期内经治疗康复或期满，应向,,,,,
学校申请恢复入学资格，由学校指定的二级甲等以上医院诊断，经学,,,,,,,
院、校医院审查合格后，报学校相关职能部门，经学校研究同意后办,,,,,,,
理入学手续。审查不合格或者逾期不办理入学手续的，视为放弃入学,,,,,,,
资格。,,,,,,,
第十一条,学生入学后，学校在 3 个月内按照国家招生规定与学,,,,,,
校复查的程序及办法进行复查。复查内容主要包括以下方面：,,,,,,,
,（一）录取手续及程序等是否合乎国家招生规定；,,,,,,
,（二）所获得的录取资格是否真实、合乎相关规定；,,,,,,
,（三）本人及身份证明与录取通知、考生档案等是否一致；,,,,,,
,（四）身心健康状况是否符合报考专业或者专业类别体检要求，,,,,,,
能否保证在校正常学习、生活；,,,,,,,
,（五）艺术、体育等特殊类型录取学生的专业水平是否符合录取,,,,,,
要求。,,,,,,,
,复查中发现学生存在弄虚作假、徇私舞弊等情形的，确定为复查,,,,,,
不合格，取消学籍；情节严重的，学校移交有关部门调查处理。,,,,,,,
,复查中发现学生身心状况不适宜在校学习，经学校指定的二级甲,,,,,,
学生资助体系，保证学生不因家庭经济困难而放弃学业。,,,,,,,
,"第二节
学制、学分、课程考核与成绩记载",,,,,,
,"第十三条
本科标准学制由国家统一规定，一般为 4 年，少数专",,,,,,
业为 5 年。学生应当按学校人才培养方案修满总学分和各类课程要求,,,,,,,
的基本学分。提前 1 年完成教学计划规定内容，达到学校毕业要求,,,,,,,
的，可以申请提前 1 年毕业。最长学习年限不得超过标准学制的 2,,,,,,,
年。,,,,,,,
,硕士研究生实行 2 年或 3 年标准学制，延长学习年限不得超过 2,,,,,,
年；达到毕业条件的，可以申请提前 1 年毕业。,,,,,,,
,博士研究生实行 3 年标准学制，最长学习年限不得超过 6 年；,,,,,,
,达到毕业条件的，可以申请提前 1 年毕业。,,,,,,
,预科学生学制 1 年。休学、保留学籍时间均计入在校学习年限。,,,,,,
,"第十四条
学生必须参加学校教育教学计划规定的课程和各种教",,,,,,
育教学环节（以下统称课程）的考核。考核成绩记入学生成绩册，归,,,,,,,
入学籍档案。,,,,,,,
,课程考核方式分为两类：考试和考查。课程考核合格，获得规定,,,,,,
的学分；考核不合格，不能获得学分。,,,,,,,
,"第十五条
学校对学生思想品德的考核、鉴定，以本规定第四条",,,,,,
为主要依据，采取个人小结、师生民主评议等形式进行。,,,,,,,
,学生体育成绩评定突出过程管理，根据考勤、课内教学、课外锻,,,,,,
炼活动和体质健康等情况综合评定。,,,,,,,
,"第十六条
本科学生根据学校有关规定，可以申请辅修其他专业",,,,,,
或者选修其他专业课程；学生可以根据校际协议跨校辅修专业或修读,,,,,,,
,50,,,,,,
课程，参加学校认可的开放式网络课程学习。学生修读的课程成绩(学,,,,,,,
分)由学校审核后予以承认。,,,,,,,
第十七条,学校鼓励、支持和指导学生参加创新创业、社会实践,,,,,,
等活动，建立学生创新创业档案，设置学生创新创业学分。,,,,,,,
,学生参加创新创业、社会实践等活动以及发表论文、获得专利授,,,,,,
权等与专业学习、学业要求相关的经历、成果，可折算学分，计入学,,,,,,,
业成绩。,,,,,,,
第十八条,学校制定学生学业成绩和学籍管理制度，真实、完整,,,,,,
地记载、出具学生学业成绩，对通过重修获得的成绩，予以标注。,,,,,,,
,学生严重违反考核纪律或者作弊的，该课程考核成绩记为无效，,,,,,,
并视其违纪或者作弊情节，给予相应的纪律处分。给予警告、严重警,,,,,,,
告、记过及留校察看处分的学生，经教育表现较好，可以对该课程给,,,,,,,
予重修机会。,,,,,,,
,学生因退学等情况中止学业，其在校学习期间所修读课程及已获,,,,,,
得学分，学校予以记录。学生重新参加入学考试、符合录取条件，再,,,,,,,
次入学的，其已获得学分，经学校认定，予以承认。,,,,,,,
第十九条,学生应当按时参加学校教育教学计划规定的活动。不,,,,,,
能按时参加的，应当事先请假并获得批准；无故缺席的，根据学校有,,,,,,,
关规定给予批评教育，情节严重的，给予相应的纪律处分。,,,,,,,
第二十条,学校开展学生诚信教育，以适当方式记录学生学业、,,,,,,
学术、品行等方面的诚信信息，建立对失信行为的约束和惩戒机制；,,,,,,,
对有严重失信行为的，学校按规定给予相应的纪律处分；对违背学术,,,,,,,
诚信的，学校按规定对其获得学位及学术称号、荣誉等作出限制。,,,,,,,
,"第三节
转专业与转学",,,,,,
,"第二十一条
学生在学习期间对其他专业有兴趣和专长的，可以",,,,,,
根据学校学生转专业的具体办法申请转专业。以特殊招生形式录取的,,,,,,,
学生，国家有相关规定或者录取前与学校有明确约定的，不得转专,,,,,,,
业。,,,,,,,
,学校根据社会对人才需求情况的发展变化，适当调整专业的，允,,,,,,
许在读学生转到其他相关专业就读。,,,,,,,
,休学创业后复学的学生，根据自身情况申请转专业的，其创业行,,,,,,
为或创业业绩经学校按相关规定认定后，学校优先考虑。,,,,,,,
,退役后复学的学生，根据自身情况需要申请转专业的，学校优先,,,,,,
考虑。,,,,,,,
,"第二十二条
学生一般应当在本校完成学业。因患病或者有特殊",,,,,,
困难、特别需要，无法继续在本校学习的或者不适应本校学习要求,,,,,,,
的，可以申请转学。,,,,,,,
因需要转学的，学校应当出具证明，上报湖北省教育厅。,,,,,,,
第二十三条,学生转学由学生本人提出申请，按转学规定说明理,,,,,,
由，经所在学校和拟转入学校同意，由转入学校负责审核转学条件及,,,,,,,
相关证明，认为符合本校培育要求且有培养能力的，经学校校长办公,,,,,,,
会或者专题会议研究决定，可以转入。研究生转学还应当经拟转入专,,,,,,,
业导师同意。,,,,,,,
,学校严格执行国家有关学生转学的相关规定，对转学情况及时进,,,,,,
行公示，并在转学完成后 3 个月内，将转入学生情况报湖北省教育厅,,,,,,,
备案。,,,,,,,
,第二十六条,在校学生应征参加中国人民解放军（含中国人民武,,,,,
装警察部队），学校保留其学籍至退役后 2 年。,,,,,,,
,,学校支持和鼓励学生按学校相关规定参加学校组织的跨校联合培,,,,,
养项目，在联合培养学校学习期间，学校同时为其保留学籍。,,,,,,,
,,学生保留学籍期间，与其实际所在的部队、学校等组织建立管理,,,,,
关系。,,,,,,,
,第二十七条,对休学创业的学生，最长学习年限可以在学校相关,,,,,
学习年限规定基础上再增加 1 年；学生向学校申请休学创业的，经学,,,,,,,
校按相关规定认定后，简化休学批准程序。,,,,,,,
,第二十八条,学生经学校批准休学后，须办理手续离校。学生休,,,,,
学期间，学校保留其学籍，但不享受在校学习学生待遇。因病休学学,,,,,,,
生的医疗费按国家及当地的有关规定处理。,,,,,,,
,第二十九条,学生休学（或保留学籍）期满前，应于学期开学两,,,,,
周内向学校提出复学申请，经学校复查合格，方可办理复学手续入,,,,,,,
学。,,,,,,,
,,因病（伤）休学的学生申请复学时，必须提交二级甲等以上医院,,,,,
的康复诊断证明和原休学证明，并经学校指定的医院复查合格，学校,,,,,,,
医院认可后，方可复学。,,,,,,,
,,复学的学生编入原专业相应的下一年级学习，按原收费标准交纳,,,,,
学费。,,,,,,,
（二）在学校规定的学习年限内未完成学业的；,,,,,,,
,（三）休学、保留学籍期满，未按期提出复学申请或者申请复学,,,,,,
经复查不合格的；,,,,,,,
,（四）根据学校指定医院诊断，患有疾病或者意外伤残不能继续,,,,,,
在校学习的；,,,,,,,
,（五）未经学校批准连续两周未参加学校规定的教学活动的；,,,,,,
,（六）超过学校规定期限未注册而又未履行暂缓注册手续的；,,,,,,
,（七）学校规定的不能完成学业、应予退学的其他情形。学生本,,,,,,
人申请退学的，经学校审核同意后，办理退学手续。,,,,,,,
第三十一条,学生退学处理须经学院党政联席会议讨论并签署意,,,,,,
关规定提前完成教育教学计划规定内容，获得毕业所要求的学分，可,,,,,,,
以申请提前毕业。,,,,,,,
第三十四条,学生在学校规定学习年限内，修完教育教学计划规,,,,,,
定内容，但未达到学校毕业要求的，学校准予结业，发给结业证书。,,,,,,,
,学生结业后按学校相关规定再度修满学分达到毕业条件的，由学,,,,,,
校颁发毕业证书，学位事宜按学校学位授予的相关规定办理。,,,,,,,
,所颁发的证书，相关时间均按发证日期填写。对退学学生，在校,,,,,,
一学年以上的，学校为其颁发肄业证书；未满一学年的，学校为其出,,,,,,,
具写实性学习证明。,,,,,,,
位证书，学校依法予以撤销。对以作弊、剽窃、抄袭等学术不端行为,,,,,,,
或者其他不正当手段获得学历证书、学位证书的，学校依法予以撤,,,,,,,
销。,,,,,,,
,,被撤销的学历证书、学位证书已注册的，学校予以注销，并报教,,,,,
育行政部门宣布无效。,,,,,,,
,第三十九条,学历证书和学位证书遗失或者损坏，经本人申请，,,,,,
学校核实后出具相应的证明书。证明书与原证书具有同等效力。,,,,,,,
,,"第四章
校园秩序与课外活动",,,,,
,第四十条,学校、学生应当共同维护校园正常秩序，保障学校环,,,,,
境安全、稳定，保障学生的正常学习和生活。,,,,,,,
,第四十一条,学校建立和完善学生参与管理的组织形式，支持和,,,,,
保障学生依法、依章程参与学校管理。,,,,,,,
,第四十二条,学生应当自觉遵守公民道德规范，自觉遵守学校管,,,,,
理制度，创造和维护文明、整洁、优美、安全、和谐的学习和生活环,,,,,,,
境，树立安全风险防范和自我保护意识，保障自身合法权益。,,,,,,,
,第四十三条,学生不得有酗酒、打架斗殴、赌博、吸毒，传播、,,,,,
复制、贩卖非法书刊和音像制品等违法行为；不得参与非法传销和进,,,,,,,
行邪教、封建迷信活动；不得从事或者参与有损大学生形象、有悖社,,,,,,,
会公序良俗的活动。,,,,,,,
,,学校发现学生在校内有违法行为或者严重精神疾病可能对他人造,,,,,
成伤害的，可以依法采取或者协助有关部门采取必要措施。,,,,,,,
,第四十四条,学校坚持教育与宗教相分离原则。任何组织和个人,,,,,
不得在学校进行宗教活动。,,,,,,,
,,57,,,,,
,第四十五条,学校建立健全学生代表大会制度，为学生会、研究,,,,,
生会等开展活动提供必要条件，支持其在学生管理中发挥作用。,,,,,,,
,,学生可以在校内成立、参加学生团体。学生成立团体，应当按学,,,,,
校有关规定提出书面申请，报学校批准并实施登记和年检制度。,,,,,,,
,,学生团体应当在宪法、法律、法规和学校管理制度范围内活动，,,,,,
接受学校的领导和管理。学生团体邀请校外组织、人员到学校举办讲,,,,,,,
座等活动，需经学校批准。,,,,,,,
,第四十六条,学校提倡并支持学生及学生团体开展有益于身心健,,,,,
康、成长成才的学术、科技、艺术、文娱、体育等活动。,,,,,,,
,,学生进行课外活动不得影响学校正常的教育教学秩序和生活秩,,,,,
序。,,,,,,,
,,学生参加勤工助学活动应当遵守法律、法规以及学校、用工单位,,,,,
的管理制度，履行勤工助学活动的有关协议。,,,,,,,
,第四十七条,学生举行大型集会、游行、示威等活动，应当按法,,,,,
律程序和有关规定获得批准。对未获批准的，学校依法劝阻或者制,,,,,,,
止。,,,,,,,
,第四十八条,学生应当遵守国家和学校关于网络使用的有关规,,,,,
定，不得登录非法网站和传播非法文字、音频、视频资料等，不得编,,,,,,,
造或者传播虚假、有害信息；不得攻击、侵入他人计算机和移动通讯,,,,,,,
网络系统。,,,,,,,
,第四十九条,学校建立健全学生住宿管理制度。学生应当遵守学,,,,,
校关于学生住宿管理的规定。学校鼓励和支持学生通过制定学生宿舍,,,,,,,
公约，实施自我管理。,,,,,,,
,"第五章
奖励与处分",,,,,,
第五十条,学校对在德、智、体、美等方面全面发展或者在思想,,,,,,
品德、学业成绩、科技创造、体育竞赛、文艺活动、志愿服务及社会,,,,,,,
实践等方面表现突出的学生，给予表彰和奖励。,,,,,,,
第五十一条,对学生的表彰和奖励学校采取授予“三好学生”称,,,,,,
号或者其他荣誉称号、颁发奖学金等多种形式，给予相应的精神鼓励,,,,,,,
或者物质奖励。,,,,,,,
,学校对学生予以表彰和奖励，以及确定推荐免试研究生、国家奖,,,,,,
学金、公派出国留学人选等，建立公开、公平、公正的程序和规定，,,,,,,,
建立和完善相应的选拔、公示等制度。,,,,,,,
第五十二条,对有违反法律法规以及学校纪律行为的学生，学校,,,,,,
应当给予批评教育，并可视其情节轻重，给予如下纪律处分，设置相,,,,,,,
应期限：,,,,,,,
,（三）受到治安管理处罚，情节严重、性质恶劣的；,,,,,,
,（四）代替他人或者让他人代替自己参加考试、组织作弊、使用,,,,,,
通讯设备或其他器材作弊、向他人出售考试试题或答案牟取利益，以,,,,,,,
及其他严重作弊或扰乱考试秩序行为的；,,,,,,,
,（五）学位论文、公开发表的研究成果存在抄袭、篡改、伪造等,,,,,,
学术不端行为，情节严重的，或者代写论文、买卖论文的；,,,,,,,
,（六）违反学校规定，严重影响学校教育教学秩序、生活秩序以,,,,,,
及公共场所管理秩序的；,,,,,,,
,（七）侵害其他个人、组织合法权益，造成严重后果的；,,,,,,
,（八）屡次违反学校规定受到纪律处分，经教育不改的。,,,,,,
第五十四条,学校对学生作出处分，出具处分决定书。处分决定,,,,,,
书包括下列内容：,,,,,,,
（一）学生的基本信息；,,,,,,,
（二）作出处分的事实和证据；,,,,,,,
（三）处分的种类、依据、期限；,,,,,,,
（四）申诉的途径和期限；,,,,,,,
（五）其他必要内容。,,,,,,,
第五十五条,学校给予学生处分，坚持教育与惩戒相结合，与学,,,,,,
生违法、违纪行为的性质和过错的严重程度相适应。学校对学生的处,,,,,,,
分，做到证据充分、依据明确、定性准确、程序正当、处分适当。,,,,,,,
第五十六条,学校在对学生作出处分或者其他不利决定之前，应,,,,,,
当告知学生作出决定的事实、理由及依据，并告知学生享有陈述和申,,,,,,,
辩的权利，听取学生的陈述和申辩。,,,,,,,
,60,,,,,,
,,学校对学生作出的处理、处分决定以及处分告知书等，直接送达,,,,,
学生本人，学生拒绝签收的，以留置方式送达；已离校的，采取邮寄,,,,,,,
方式送达；难于联系的，利用学校网站、新闻媒体等以公告方式送,,,,,,,
达。,,,,,,,
,第五十七条,学校对学生作出取消入学资格、取消学籍、退学、,,,,,
开除学籍或者其他涉及学生重大权益的处理或者处分决定的，提交校,,,,,,,
长办公会议或者校长授权的专门会议研究决定，并由学校负责法律事,,,,,,,
务的相关机构事先进行合法性审查。,,,,,,,
,第五十八条,除开除学籍处分外，学生可以申请按学校相关规定,,,,,
程序及要求予以解除；除学生因考试作弊、学业诚信、学术不端等行,,,,,,,
为所受到的处分外，解除处分后，学生获得表彰、奖励及其他权益，,,,,,,,
不再受原处分的影响。,,,,,,,
,第五十九条,对学生的奖励、处理、处分及解除处分材料，学校,,,,,
真实完整地归入学校文书档案和学生本人档案。,,,,,,,
,,被开除学籍的学生，学校发给学习证明。学生在接到学校处分后,,,,,
5 个工作日内离开学校，档案由学校退回其家庭所在地，户口按照国,,,,,,,
家相关规定迁回原户籍或者家庭户籍所在地。,,,,,,,
,学校制定学生申诉的具体办法，健全学生申诉处理委员会的组成,,,,,,
与工作规则，提供必要条件，保证其能够客观、公正地履行职责。,,,,,,,
第六十一条,学生对学校的处理或者处分决定有异议的，在接到,,,,,,
学校的处理或者处分决定书之日起 10 日内，向学校学生申诉处理委员,,,,,,,
会提出书面申诉。,,,,,,,
第六十二条,学生申诉处理委员会对学生提出的申诉进行复查，,,,,,,
并在接到书面申诉之日起 15 日内作出复查结论并告知申诉人。情况复,,,,,,,
杂不能在规定期限内作出结论的，经学校负责人批准，可延长 15 日。,,,,,,,
学生申诉处理委员会认为必要的，可以建议学校暂缓执行有关决定。,,,,,,,
,学生申诉处理委员会经复查，认为做出处理或者处分的事实、依,,,,,,
据、程序等存在不当，可以作出建议撤销或变更的复查意见，要求相,,,,,,,
关职能部门予以研究，重新提交校长办公会或者专门会议作出决定。,,,,,,,
第六十三条,学生对复查决定有异议的，在接到学校复查决定书,,,,,,
之日起 15 日内，可以向学校所在地省级教育行政部门提出书面申诉。,,,,,,,
第六十四条,自处理、处分或者复查决定书送达之日起，学生在,,,,,,
申诉期内未以书面形式按学校相关规定提出申诉的视为放弃申诉，学,,,,,,,
校不再受理其提出的申诉。,,,,,,,
,处理、处分或者复查决定书未告知学生申诉期限的，申诉期限自,,,,,,
学生知道或者应当知道处理或者处分决定之日起计算，但最长不得超,,,,,,,
过 6 个月。,,,,,,,
第六十五条,学生认为学校及其工作人员违反《普通高等学校学,,,,,,
生管理规定》中相关规定，侵害其合法权益的；或者学校制定的规章,,,,,,,
制度与法律法规和《普通高等学校学生管理规定》中相关规定抵触,,,,,,,
的，可以向湖北省教育厅投诉。,,,,,,,
,"第七章
附则",,,,,,
第六十六条,学校对接受高等学历继续教育的学生，参照本规定,,,,,,
执行。港澳台侨学生、来华留学生的管理另有规定的，从其规定；若,,,,,,,
无明确规定，参照本规定执行。,,,,,,,
第六十七条,本规定自 2017 年 9 月 1 日起施行。原《中南民族,,,,,,
大学学生管理规定》（民大学管〔2005〕16 号）同时废止。其他有关,,,,,,,
文件规定与本规定不一致的，以本规定为准。,,,,,,,
第六十八条,本规定由学生工作部（处）负责解释。,,,,,,
,63,,,,,,
,"第一章
总则",,,,,,
第一条,为规范学校学生管理行为，维护学校正常的教育教学秩,,,,,,
序和生活秩序，保障学生合法权益，教育和引导学生承担应尽的义务,,,,,,,
与责任，鼓励和支持学生实行自我管理、自我服务、自我教育、自我,,,,,,,
监督。根据《中华人民共和国教育法》《中华人民共和国高等教育,,,,,,,
法》《普通高等学校学生管理规定》《高等学校学生行为准则》《中,,,,,,,
南民族大学章程》《中南民族大学学生管理规定》及其他相关规定，,,,,,,,
结合学校和学生实际，制定本办法。,,,,,,,
第二条,学校给予学生处分，应当坚持教育与惩戒相结合，与学,,,,,,
生违法、违纪行为的性质和过错的严重程度相适应，做到证据充分、,,,,,,,
依据明确、定性准确、程序正当、处分适当。,,,,,,,
第三条,本办法适用于我校接受普通高等学历教育的本科、预科,,,,,,
学生和研究生（以下简称学生）。本、预科学生的违纪处理由学生工,,,,,,,
作部（处）负责，研究生的违纪处理由研究生院（部）负责。,,,,,,,
（五）开除学籍。,,,,,,,
,处分期限分别为：警告，六个月；严重警告，八个月；记过，十,,,,,,
个月；留校察看，十二个月。学生违纪情节轻微，不足以给予纪律处,,,,,,,
分的，由学生所在学院给予通报批评，教育引导学生改正错误。,,,,,,,
第五条,除开除学籍处分外，处分的到期解除和提前解除，按照,,,,,,
《中南民族大学学生纪律处分解除办法》执行。,,,,,,,
第六条,学生受到纪律处分的，在处分解除前，取消其党团发,,,,,,
展、学生干部资格；党、团员受到纪律处分的，建议党、团组织按有,,,,,,,
关规定同时给予相应纪律处分。,,,,,,,
第七条,学校对学生的处分材料，真实完整地归入学校文书档案,,,,,,
和学生本人档案。,,,,,,,
（三）经教育不改，再次违纪的；,,,,,,,
（四）邀约他人共同违纪的；,,,,,,,
（五）在各类重要活动或重大时节发生违纪行为的；,,,,,,,
（六）在违纪情节中承担主要责任的；,,,,,,,
（七）在违纪情节中存在酗酒行为的；,,,,,,,
（八）在违纪行为中存在持械情节的；,,,,,,,
（九）本办法规定的其他加重情节。,,,,,,,
第十条,学生违纪行为中存在多种违纪情节的，根据本办法相应,,,,,,
,（八）屡次违反学校规定受到纪律处分，经教育不改的。,,,,,,
,第十二条,成立或参与学校严禁的组织，组织或参与学校严禁的,,,,,
活动，给予留校察看以上处分。,,,,,,,
,第十三条,私藏、携带管制刀具或枪支弹药等危险品的，一经发,,,,,
现，给予记过以上处分；主动上交的，可免予处分。,,,,,,,
,第十四条,学生不能按时参加教育教学计划规定的活动，应当事,,,,,
先请假并获得批准；一学期内，未经批准无故旷课达一定学时数的,,,,,,,
（旷课一天按实际授课时间计；上课迟到或早退，每两次按旷课 1 学,,,,,,,
时计），视情节分别给予以下处分：,,,,,,,
,（一）旷课达 10-19 学时的，给予警告处分；,,,,,,
,（二）旷课达 20-29 学时的，给予严重警告处分；,,,,,,
,（三）旷课达 30-39 学时的，给予记过处分；,,,,,,
,（四）旷课达 40-49 学时的，给予留校察看处分；,,,,,,
,,（五）屡次因旷课受到处分，经教育拒不改正的，给予开除学籍,,,,,
处分。,,,,,,,
,第十五条,学生在校期间因私、因公需要离校的，应事先申请并,,,,,
获得批准；未经批准擅自离校的，参照本办法第十四条加重一级处,,,,,,,
分。,,,,,,,
,第十六条,学生因特殊原因需要在学校学生宿舍之外租住的，应,,,,,
事先申请并获得批准；未经批准擅自在学校学生宿舍之外租住的，一,,,,,,,
经发现给予严重警告以上处分。,,,,,,,
,第十七条,学生应该遵守学校关于学生住宿管理的规定，违反规,,,,,
定的，视情节分别给予以下处分：,,,,,,,
,,67,,,,,
（一）在学生宿舍存放违禁品的，一经发现，责令其立即妥善处,,,,,,,
置，拒不配合的，给予警告以上处分。,,,,,,,
在学生宿舍使用违禁品，一经发现，给予严重警告以上处分；引,,,,,,,
发火灾、中毒等事故的，除赔偿损失外，移交公安机关处理，并给予,,,,,,,
记过以上处分；,,,,,,,
（二）学生应该自觉遵守学校作息制度，违反学校作息制度晚,,,,,,,
归，经教育不改的，给予警告以上处分。,,,,,,,
违反学校作息制度夜不归宿的，一经发现，给予严重警告以上处,,,,,,,
分；,,,,,,,
（三）未经批准在学生宿舍私自留宿校外人员，一经发现，给予,,,,,,,
严重警告处分；在学生宿舍留宿异性或在异性学生宿舍留宿的，一经,,,,,,,
发现，给予记过以上处分；,,,,,,,
（四）在学生宿舍喧闹滋事、聚众打牌等扰乱学生宿舍正常秩序,,,,,,,
的，给予严重警告以上处分；,,,,,,,
（五）在学生宿舍随意涂写刻画、乱放物品、乱挂衣物、乱扔垃,,,,,,,
圾等影响学生宿舍公共环境，干扰学生宿舍管理秩序的，给予警告以,,,,,,,
上处分；,,,,,,,
（六）在学生宿舍违规取电、乱接电线的，给予严重警告以上处,,,,,,,
分；引发安全事故的，除赔偿损失外，移交司法机关处理，并给予记,,,,,,,
过以上处分；,,,,,,,
（七）故意损坏学生宿舍设施的，除赔偿损失外，给予严重警告,,,,,,,
以上处分；,,,,,,,
（八）在学生宿舍从事经营性活动，经教育不改的，给予警告以,,,,,,,
上处分；,,,,,,,
,（九）擅自调换寝室，限期搬回，逾期拒不搬回的，给予警告以,,,,,,
,（十）学生不按学校规定采取攀爬、翻越等方式进出学生宿舍楼,,,,,,
栋的，给予警告以上处分。,,,,,,,
第十八条,学生应该遵守学校关于校园秩序和校园环境的规定，,,,,,,
违反规定的，视情节分别给予以下处分：,,,,,,,
,（一）学生举行大型集会、游行、示威等活动，应当按法律程序,,,,,,
和有关规定获得批准。未获批准的，学校依法劝阻和制止。劝阻或制,,,,,,,
止无效的，对其组织者或主要参与人，给予记过以上处分；其他参与,,,,,,,
人员，给予警告以上处分；,,,,,,,
,（二）在校内饲养宠物，经教育不改的，给予警告以上处分；造,,,,,,
成不良后果的，除赔偿损失外，给予严重警告以上处分；,,,,,,,
,（三）在校园内乱扔、焚烧物品，造成不良后果的，除赔偿损失,,,,,,
外，给予严重警告以上处分；在校园内喧闹滋事，经劝阻无效，影响,,,,,,,
校园正常秩序的，给予警告以上处分；,,,,,,,
,（四）未经学校批准，在校内喷涂或者张贴告示、通知、启事、,,,,,,
广告、标语等，散发宣传品、悬挂横幅、使用飞行器材等，经劝阻无,,,,,,,
